2013-03-26 08:54:49:444;01:02:38:408;140.6
2013-03-26 08:54:50:444;01:02:39:408;140.6
2013-03-26 08:54:51:444;01:02:40:408;139.75
2013-03-26 08:54:52:444;01:02:41:408;137.05
2013-03-26 08:54:53:444;01:02:42:408;191.35
2013-03-26 08:54:54:444;01:02:43:408;279.35
2013-03-26 08:54:55:443;01:02:44:407;304.35
2013-03-26 08:54:56:443;01:02:45:407;304.0
2013-03-26 08:54:57:443;01:02:46:407;248.0
2013-03-26 08:54:58:444;01:02:47:408;190.9
2013-03-26 08:54:59:445;01:02:48:409;181.65
2013-03-26 08:55:00:446;01:02:49:410;188.15
2013-03-26 08:55:01:445;01:02:50:409;203.65
2013-03-26 08:55:02:445;01:02:51:409;236.8
2013-03-26 08:55:03:445;01:02:52:409;253.4
2013-03-26 08:55:04:445;01:02:53:409;248.65
2013-03-26 08:55:05:455;01:02:54:419;210.2
2013-03-26 08:55:06:462;01:02:55:426;172.55
2013-03-26 08:55:07:462;01:02:56:426;215.0
2013-03-26 08:55:08:462;01:02:57:426;292.85
2013-03-26 08:55:09:462;01:02:58:426;307.25
2013-03-26 08:55:10:461;01:02:59:425;307.3
2013-03-26 08:55:11:462;01:03:00:426;264.45
2013-03-26 08:55:12:462;01:03:01:426;220.7
2013-03-26 08:55:13:462;01:03:02:426;200.4
2013-03-26 08:55:14:462;01:03:03:426;199.9
2013-03-26 08:55:15:462;01:03:04:426;199.5
2013-03-26 08:55:16:462;01:03:05:426;199.6
2013-03-26 08:55:17:462;01:03:06:426;198.95
2013-03-26 08:55:18:462;01:03:07:426;199.2
2013-03-26 08:55:19:462;01:03:08:426;199.35
2013-03-26 08:55:20:462;01:03:09:426;199.2
2013-03-26 08:55:21:477;01:03:10:441;199.1
2013-03-26 08:55:22:478;01:03:11:442;204.65
2013-03-26 08:55:23:476;01:03:12:440;227.8
2013-03-26 08:55:24:478;01:03:13:442;242.95
2013-03-26 08:55:25:478;01:03:14:442;251.25
2013-03-26 08:55:26:477;01:03:15:441;252.0
2013-03-26 08:55:27:477;01:03:16:441;250.65
2013-03-26 08:55:28:478;01:03:17:442;231.75
2013-03-26 08:55:29:478;01:03:18:442;184.55
2013-03-26 08:55:30:478;01:03:19:442;155.85
2013-03-26 08:55:31:478;01:03:20:442;155.1
2013-03-26 08:55:32:478;01:03:21:442;154.4
2013-03-26 08:55:33:478;01:03:22:442;155.05
2013-03-26 08:55:34:478;01:03:23:442;154.45
2013-03-26 08:55:35:478;01:03:24:442;154.2
2013-03-26 08:55:36:478;01:03:25:442;154.6
2013-03-26 08:55:37:478;01:03:26:442;154.7
