2013-03-26 08:55:10:344;01:02:34:574;36
2013-03-26 08:55:10:701;01:02:34:931;35
2013-03-26 08:55:11:52;01:02:35:282;34
2013-03-26 08:55:11:620;01:02:35:850;33
2013-03-26 08:55:12:204;01:02:36:434;33
2013-03-26 08:55:12:787;01:02:37:17;33
2013-03-26 08:55:13:142;01:02:37:372;34
2013-03-26 08:55:13:484;01:02:37:714;34
2013-03-26 08:55:13:822;01:02:38:52;38
2013-03-26 08:55:14:186;01:02:38:416;41
2013-03-26 08:55:14:524;01:02:38:754;43
2013-03-26 08:55:14:876;01:02:39:106;45
2013-03-26 08:55:15:224;01:02:39:454;47
2013-03-26 08:55:15:574;01:02:39:804;48
2013-03-26 08:55:15:928;01:02:40:158;49
2013-03-26 08:55:16:270;01:02:40:500;50
2013-03-26 08:55:16:626;01:02:40:856;51
2013-03-26 08:55:16:962;01:02:41:192;52
2013-03-26 08:55:17:302;01:02:41:532;52
2013-03-26 08:55:17:648;01:02:41:878;53
2013-03-26 08:55:18:12;01:02:42:242;53
2013-03-26 08:55:18:352;01:02:42:582;53
2013-03-26 08:55:18:706;01:02:42:936;53
2013-03-26 08:55:19:52;01:02:43:282;53
2013-03-26 08:55:19:393;01:02:43:623;53
2013-03-26 08:55:19:770;01:02:44:00;53
2013-03-26 08:55:20:120;01:02:44:350;53
2013-03-26 08:55:20:473;01:02:44:703;53
2013-03-26 08:55:20:815;01:02:45:45;53
2013-03-26 08:55:21:156;01:02:45:386;53
2013-03-26 08:55:21:528;01:02:45:758;53
2013-03-26 08:55:21:878;01:02:46:108;53
2013-03-26 08:55:22:224;01:02:46:454;53
2013-03-26 08:55:22:575;01:02:46:805;53
2013-03-26 08:55:22:922;01:02:47:152;52
2013-03-26 08:55:23:262;01:02:47:492;51
2013-03-26 08:55:23:613;01:02:47:843;51
2013-03-26 08:55:23:978;01:02:48:208;47
2013-03-26 08:55:24:343;01:02:48:573;44
2013-03-26 08:55:24:731;01:02:48:961;41
2013-03-26 08:55:25:92;01:02:49:322;39
2013-03-26 08:55:25:442;01:02:49:672;37
2013-03-26 08:55:25:843;01:02:50:73;36
2013-03-26 08:55:26:217;01:02:50:447;35
2013-03-26 08:55:26:557;01:02:50:787;34
2013-03-26 08:55:26:918;01:02:51:148;34
2013-03-26 08:55:27:283;01:02:51:513;34
2013-03-26 08:55:27:642;01:02:51:872;34
2013-03-26 08:55:27:980;01:02:52:210;34
2013-03-26 08:55:28:330;01:02:52:560;34
2013-03-26 08:55:28:711;01:02:52:941;34
2013-03-26 08:55:29:70;01:02:53:300;34
2013-03-26 08:55:29:432;01:02:53:662;34
2013-03-26 08:55:29:781;01:02:54:11;41
2013-03-26 08:55:30:138;01:02:54:368;47
2013-03-26 08:55:30:502;01:02:54:732;51
2013-03-26 08:55:30:860;01:02:55:90;61
2013-03-26 08:55:31:199;01:02:55:429;69
2013-03-26 08:55:31:566;01:02:55:796;75
2013-03-26 08:55:31:906;01:02:56:136;80
2013-03-26 08:55:32:253;01:02:56:483;84
2013-03-26 08:55:32:618;01:02:56:848;87
2013-03-26 08:55:32:972;01:02:57:202;89
2013-03-26 08:55:33:312;01:02:57:542;91
2013-03-26 08:55:33:651;01:02:57:881;92
2013-03-26 08:55:33:999;01:02:58:229;93
2013-03-26 08:55:34:361;01:02:58:591;93
2013-03-26 08:55:34:720;01:02:58:950;94
2013-03-26 08:55:35:62;01:02:59:292;94
2013-03-26 08:55:35:416;01:02:59:646;94
2013-03-26 08:55:35:802;01:03:00:32;94
2013-03-26 08:55:36:148;01:03:00:378;94
2013-03-26 08:55:36:492;01:03:00:722;94
2013-03-26 08:55:36:840;01:03:01:70;94
2013-03-26 08:55:37:180;01:03:01:410;94
2013-03-26 08:55:37:583;01:03:01:813;94
2013-03-26 08:55:37:952;01:03:02:182;94
